ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
46	"ENSG00000182473"	"EXOC7"	chr17	-	76091142	76091235	76089174	76089320	76094413	76094581	46	5,1,0	9,10,7	11,88,80	30,46,94	92	-1	nan	nan
47	"ENSG00000182473"	"EXOC7"	chr17	-	76091142	76091235	76090328	76090397	76094413	76094581	47	7,1,0	8,5,6	26,55,67	2,1,0	92	-1	nan	nan
51	"ENSG00000007237"	"GAS7"	chr17	-	9969676	9969762	9959201	9959255	9981803	9981884	51	3,4,2	0,0,0	2,32,38	1,17,19	85	-1	nan	nan
53	"ENSG00000007237"	"GAS7"	chr17	-	9981803	9981884	9959201	9959255	10019776	10019897	53	11,13,4	0,0,0	22,342,366	0,0,1	80	-1	1	nan
54	"ENSG00000007237"	"GAS7"	chr17	-	9981803	9981884	9969676	9969762	10019776	10019897	54	14,17,6	0,0,0	23,357,382	0,4,1	80	-1	nan	nan
56	"ENSG00000007237"	"GAS7"	chr17	-	10019776	10019897	9969676	9969762	10036433	10036662	56	7,0,2	0,0,0	64,1007,1185	0,0,2	120	-1	1	nan
57	"ENSG00000007237"	"GAS7"	chr17	-	10019776	10019897	9981803	9981884	10036433	10036662	57	21,17,8	0,0,0	88,1377,1585	0,0,4	120	-1	1	nan
58	"ENSG00000007237"	"GAS7"	chr17	-	10027019	10027099	10019776	10019897	10036433	10036537	58	0,2,0	7,0,2	0,3,1	64,1003,1184	79	-1	nan	nan
68	"ENSG00000109046"	"WSB1"	chr17	+	27304779	27304911	27302434	27303635	27306781	27306858	68	65,109,69	4,0,0	45,176,180	0,0,0	131	-1	nan	nan
72	"ENSG00000062716"	"VMP1"	chr17	+	59735337	59735473	59731382	59731522	59737452	59737474	72	30,47,49	0,0,0	152,272,174	2,0,5	135	-1	nan	nan
73	"ENSG00000062716"	"VMP1"	chr17	+	59735337	59735473	59731382	59731522	59738836	59738947	73	0,0,0	1,0,0	3,5,2	0,0,0	135	-1	1	nan
75	"ENSG00000062716"	"VMP1"	chr17	+	59737452	59737543	59731420	59731522	59738836	59738947	75	16,27,26	1,0,0	163,270,175	0,0,0	90	-1	nan	nan
76	"ENSG00000062716"	"VMP1"	chr17	+	59737452	59737543	59735337	59735473	59738836	59738947	76	46,74,75	0,0,0	313,542,344	3,5,2	90	-1	nan	nan
77	"ENSG00000062716"	"VMP1"	chr17	+	59737452	59737543	59735337	59735473	59764970	59765111	77	29,46,46	0,0,0	140,233,164	6,0,0	90	-1	nan	nan
78	"ENSG00000062716"	"VMP1"	chr17	+	59738836	59738947	59735337	59735473	59764970	59765068	78	23,17,31	0,0,0	192,347,187	6,0,0	110	-1	nan	nan
79	"ENSG00000062716"	"VMP1"	chr17	+	59738836	59738947	59737452	59737543	59764970	59765068	79	40,45,60	0,0,0	362,652,366	0,1,1	110	-1	1	nan
80	"ENSG00000062716"	"VMP1"	chr17	+	59764970	59765138	59738836	59738947	59773753	59773804	80	28,33,44	0,0,0	264,426,210	3,0,0	167	-1	nan	nan
82	"ENSG00000008294"	"SPAG9"	chr17	-	50970706	50970856	50962173	50966387	50974770	50974947	82	33,55,39	0,0,0	127,257,265	0,1,0	149	-1	nan	nan
83	"ENSG00000008294"	"SPAG9"	chr17	-	50975862	50975901	50974770	50974947	50977107	50977221	83	9,4,1	19,26,14	94,411,330	25,11,15	38	-1	nan	nan
84	"ENSG00000008294"	"SPAG9"	chr17	-	50979745	50979917	50976599	50977221	50982523	50982672	84	30,67,36	0,0,0	88,290,331	0,4,0	171	-1	nan	nan
87	"ENSG00000169727"	"GPS1"	chr17	+	82052255	82052442	82051907	82051964	82053273	82053366	87	0,0,0	14,8,11	5,3,8	176,488,801	186	-1	1	nan
88	"ENSG00000169727"	"GPS1"	chr17	+	82052255	82052459	82051499	82051524	82053273	82053366	88	5,0,0	0,0,0	12,30,41	2,3,18	203	-1	1	nan
89	"ENSG00000169727"	"GPS1"	chr17	+	82052255	82052459	82051896	82051964	82053273	82053366	89	5,0,0	14,8,11	17,33,48	176,488,801	203	-1	1	nan
90	"ENSG00000169727"	"GPS1"	chr17	+	82052258	82052459	82051896	82051964	82053273	82053366	90	5,0,0	14,8,11	12,31,41	176,488,801	200	-1	1	nan
91	"ENSG00000169727"	"GPS1"	chr17	+	82052374	82052459	82051499	82051524	82053273	82053366	91	5,0,0	0,0,0	16,30,37	2,3,18	84	-1	1	nan
92	"ENSG00000169727"	"GPS1"	chr17	+	82052374	82052459	82051874	82051964	82053273	82053366	92	6,0,0	14,8,11	28,46,73	176,488,801	84	-1	nan	nan
93	"ENSG00000169727"	"GPS1"	chr17	+	82052377	82052459	82051896	82051964	82053233	82053366	93	0,1,0	1,0,0	2,0,7	2,2,6	81	-1	1	nan
94	"ENSG00000169727"	"GPS1"	chr17	+	82052377	82052459	82051896	82051964	82053273	82053366	94	5,0,0	14,8,11	14,30,45	176,488,801	81	-1	nan	nan
98	"ENSG00000087157"	"PGS1"	chr17	+	78382663	78382785	78378648	78378808	78392475	78392665	98	2,0,0	7,6,6	3,0,7	43,47,151	121	-1	1	nan
99	"ENSG00000087157"	"PGS1"	chr17	+	78392475	78392665	78378648	78378808	78396307	78396385	99	39,15,15	0,0,0	71,67,223	1,0,0	189	-1	nan	nan
100	"ENSG00000087157"	"PGS1"	chr17	+	78392513	78392665	78378661	78378808	78396307	78396385	100	32,9,9	0,0,0	28,20,79	1,0,0	151	-1	nan	nan
101	"ENSG00000087157"	"PGS1"	chr17	+	78396307	78396385	78392475	78392665	78398251	78398268	101	32,9,8	1,4,1	26,19,72	1,0,15	77	-1	nan	nan
104	"ENSG00000173786"	"CNP"	chr17	+	41967692	41967753	41966797	41966887	41968067	41968503	104	0,0,0	25,26,38	0,1,1	118,1113,1966	60	-1	nan	nan
105	"ENSG00000173786"	"CNP"	chr17	+	41968067	41968740	41966794	41966887	41971891	41972031	105	25,26,38	0,0,0	118,1113,1966	2,5,24	672	-1	nan	nan
106	"ENSG00000173786"	"CNP"	chr17	+	41968072	41968740	41966814	41966887	41971891	41972031	106	1,2,0	0,0,0	5,18,37	2,5,24	667	-1	1	nan
108	"ENSG00000167699"	"GLOD4"	chr17	-	780617	780738	778422	778744	782165	782280	108	1,0,1	44,47,37	5,3,9	175,1172,1952	120	-1	1	nan
109	"ENSG00000167699"	"GLOD4"	chr17	-	780683	780738	778621	778661	782165	782255	109	1,0,1	1,0,0	3,3,5	0,0,0	54	-1	1	nan
110	"ENSG00000167699"	"GLOD4"	chr17	-	780683	780738	778694	778744	781862	782193	110	0,0,0	0,1,0	0,8,3	0,2,5	54	-1	1	nan
111	"ENSG00000167699"	"GLOD4"	chr17	-	780683	780738	778694	778744	782165	782255	111	1,0,2	44,47,37	3,14,10	175,1172,1952	54	-1	nan	nan
112	"ENSG00000167699"	"GLOD4"	chr17	-	781862	782043	778621	778744	782165	782267	112	0,1,0	44,47,37	0,2,4	175,1172,1952	180	-1	1	nan
113	"ENSG00000168256"	"NKIRAS2"	chr17	+	42021544	42021671	42020096	42020204	42022398	42022640	113	31,48,32	0,0,0	79,132,390	2,0,2	126	-1	nan	nan
114	"ENSG00000168256"	"NKIRAS2"	chr17	+	42021563	42021671	42020077	42020204	42022398	42022444	114	31,48,32	0,0,0	79,132,390	2,0,2	107	-1	nan	nan
115	"ENSG00000168256"	"NKIRAS2"	chr17	+	42022375	42022640	42021563	42021671	42023653	42024220	115	38,31,30	0,0,0	76,159,229	0,0,4	264	-1	nan	nan
116	"ENSG00000168256"	"NKIRAS2"	chr17	+	42022398	42022472	42021563	42021671	42023653	42024833	116	27,43,29	0,0,0	77,106,355	0,0,4	73	-1	nan	nan
117	"ENSG00000168256"	"NKIRAS2"	chr17	+	42022398	42022640	42021544	42021671	42023653	42023841	117	69,74,60	0,0,0	152,289,606	0,0,4	241	-1	nan	nan
118	"ENSG00000168256"	"NKIRAS2"	chr17	+	42022564	42022640	42022398	42022472	42023653	42024265	118	32,30,27	2,3,0	64,137,210	13,23,31	75	-1	nan	nan
119	"ENSG00000168256"	"NKIRAS2"	chr17	+	42022569	42022640	42022398	42022472	42023653	42024265	119	33,25,25	2,3,0	60,125,181	13,23,31	70	-1	nan	nan
120	"ENSG00000168256"	"NKIRAS2"	chr17	+	42023027	42023141	42022398	42022640	42023653	42023940	120	0,0,0	39,31,30	0,0,1	75,162,237	113	-1	1	nan
121	"ENSG00000132530"	"XAF1"	chr17	+	6758088	6758224	6755447	6756110	6760405	6760601	121	30,23,12	0,0,0	14,106,259	0,0,1	135	-1	nan	nan
122	"ENSG00000132530"	"XAF1"	chr17	+	6758861	6758959	6758088	6758224	6759255	6759718	122	1,0,1	1,0,0	0,0,3	0,0,7	97	-1	1	nan
123	"ENSG00000132530"	"XAF1"	chr17	+	6758861	6758959	6758088	6758224	6759661	6759718	123	0,0,0	2,1,3	0,0,1	3,28,104	97	-1	nan	nan
124	"ENSG00000132530"	"XAF1"	chr17	+	6759255	6759519	6758088	6758224	6759661	6759718	124	1,0,0	2,1,3	0,0,7	3,28,104	263	-1	1	nan
125	"ENSG00000132530"	"XAF1"	chr17	+	6759255	6759718	6758088	6758224	6760405	6760601	125	14,10,4	0,0,0	5,26,58	0,6,4	462	-1	nan	nan
126	"ENSG00000132530"	"XAF1"	chr17	+	6759661	6759718	6758088	6758224	6760405	6760479	126	10,6,7	0,0,0	7,51,147	0,6,4	56	-1	nan	nan
129	"ENSG00000132530"	"XAF1"	chr17	+	6761885	6762037	6760405	6760601	6762154	6762193	129	13,5,6	9,9,0	4,25,13	2,19,30	151	-1	nan	nan
130	"ENSG00000132530"	"XAF1"	chr17	+	6762154	6762240	6760405	6760601	6770642	6770969	130	9,9,0	2,0,0	2,19,30	0,0,0	85	-1	1	nan
131	"ENSG00000108654"	"DDX5"	chr17	-	64500548	64500773	64498253	64500326	64502009	64502069	131	1161,1109,935	1,0,2	2043,6493,3844	5,39,6	224	-1	nan	nan
132	"ENSG00000108654"	"DDX5"	chr17	-	64501056	64501143	64500548	64500773	64502009	64502069	132	7,11,6	193,262,217	6,21,26	599,2210,1436	86	-1	nan	nan
133	"ENSG00000108654"	"DDX5"	chr17	-	64501056	64501143	64500823	64500882	64502009	64502069	133	3,4,1	1,5,1	1,5,16	3,16,21	86	-1	nan	nan
134	"ENSG00000108654"	"DDX5"	chr17	-	64502009	64502069	64500548	64500773	64502161	64502223	134	461,550,474	0,0,0	991,3342,2410	0,0,1	59	-1	1	nan
142	"ENSG00000108666"	"C17orf75"	chr17	-	32339812	32339924	32338207	32338351	32341203	32341284	142	8,1,1	0,0,0	24,50,27	0,1,0	111	-1	nan	nan
143	"ENSG00000108666"	"C17orf75"	chr17	-	32339812	32339938	32338006	32338351	32341203	32341284	143	12,2,1	0,0,0	52,145,96	0,1,0	125	-1	nan	nan
144	"ENSG00000108666"	"C17orf75"	chr17	-	32339812	32339962	32338207	32338351	32341203	32341284	144	8,1,1	0,0,0	20,41,25	0,1,0	149	-1	nan	nan
145	"ENSG00000133193"	"FAM104A"	chr17	-	73212677	73212740	73207352	73209768	73227164	73227264	145	3,1,2	12,2,0	23,26,48	17,39,54	62	-1	nan	nan
148	"ENSG00000133193"	"FAM104A"	chr17	-	73227164	73227264	73207352	73209768	73232085	73232367	148	29,6,3	0,0,0	82,127,229	1,7,10	99	-1	nan	nan
149	"ENSG00000133193"	"FAM104A"	chr17	-	73227164	73227264	73212677	73212740	73232085	73232367	149	20,5,5	0,0,0	88,114,223	1,0,0	99	-1	nan	nan
